Name	Targ1	Targ2	Targ3	Theme1	Theme2	Theme3	Theme4	Theme5	Theme6	Lang1	Lang2	Lang3	Lang4	Lang5	Lang6	Lang7	Lang8	
Mobile Tech 100: Introduction to Coding & Circuits	1	@	@	1	@	@	@	@	@	71	@	@	@	@	@	@	@	
Mobile Tech 200: Intermediate Coding & Circuits	1	@	@	1	@	@	@	@	@	71	@	@	@	@	@	@	@	
Girls in Science and Engineering (GISE)	0	@	@	1	@	@	@	@	@	71	@	@	@	@	@	@	@	
Computer Programming 1	1	@	@	1	@	@	@	@	@	27	@	@	@	@	@	@	@	
Computer Programming 2	1	@	@	1	@	@	@	@	@	67	@	@	@	@	@	@	@	
MS Make Wonder: Learn to Code with Dash & Dot	1	@	@	1	@	@	@	@	@	13	@	@	@	@	@	@	@	
Programming4Girls	0	@	@	1	@	@	@	@	@	2	@	@	@	@	@	@	@	
Summer Coding Camp	1	@	@	1	@	@	@	@	@	27	@	@	@	@	@	@	@	
JUNIOR PROGRAMMING LEVEL 1	1	@	@	1	@	@	@	@	@	18	@	@	@	@	@	@	@	
JUNIOR PROGRAMMING LEVEL 2	1	@	@	1	@	@	@	@	@	18	@	@	@	@	@	@	@	
Learn to Code with Python	1	@	@	1	@	@	@	@	@	26	@	@	@	@	@	@	@	
Code Central Station: Java	1	@	@	1	@	@	@	@	@	18	@	@	@	@	@	@	@	
Coding and 3D Printing	1	@	@	1	@	@	@	@	@	12	17	19	26	@	@	@	@	
Computer Camps for Kids and Teens	1	@	@	1	3	@	@	@	@	18	26	27	@	@	@	@	@	
STEM Summer Camp 2016	1	@	@	1	2	3	6	@	@	18	@	@	@	@	@	@	@	
Enjoyable Coding with JavaScript	1	@	@	0	1	@	@	@	@	19	@	@	@	@	@	@	@	
Animations using Scratch	1	@	@	0	1	@	@	@	@	27	@	@	@	@	@	@	@	
Advanced Scratch: Games & Music	1	@	@	0	1	@	@	@	@	27	@	@	@	@	@	@	@	
A Week of Geek	1	@	@	0	1	6	7	@	@	71	@	@	@	@	@	@	@	
peachjar STEM Camp	1	@	@	0	1	3	5	6	7	7	9	18	26	27	58	60	62	
Girls Go Digital	0	@	@	0	1	6	8	@	@	4	6	19	25	26	@	@	@	
Computer Science Summer Camp	1	@	@	1	2	@	@	@	@	7	8	@	@	@	@	@	@	
little coders	1	@	@	1	2	@	@	@	@	27	49	51	@	@	@	@	@	
TechKnowHow Technology and Robotics Summer Camps	1	@	@	1	2	@	@	@	@	18	20	26	30	@	@	@	@	
MV Code Club	1	@	@	1	2	5	6	@	@	7	8	12	17	18	19	27	@	
Intro to Java Coding with Minecraft Modding	1	@	@	1	7	@	@	@	@	18	@	@	@	@	@	@	@	
Minecraft Modpack Development	1	@	@	1	7	@	@	@	@	71	@	@	@	@	@	@	@	
Minecraft, Programming, and Logic	1	@	@	1	7	@	@	@	@	21	@	@	@	@	@	@	@	
Robotics & Visual Programming Summer Camp	1	@	@	1	6	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics Level 1	0	@	@	1	6	@	@	@	@	71	@	@	@	@	@	@	@	
Advanced Programming & STEMDu Robotics	1	@	@	1	6	@	@	@	@	71	@	@	@	@	@	@	@	
Awesome Inc U's Kids Coding Camp	1	@	@	1	2	3	6	@	@	4	12	17	19	@	@	@	@	
4-H Youth Tech Camp	1	@	@	1	6	9	@	@	@	71	@	@	@	@	@	@	@	
Techno-tainment Camp	1	@	@	1	6	7	@	@	@	71	@	@	@	@	@	@	@	
Camp Fitch Computer Camp	1	@	@	1	5	@	@	@	@	8	9	12	17	18	19	26	@	
Code like a BOSS!	1	@	@	1	5	@	@	@	@	18	23	26	@	@	@	@	@	
STEM-U-LATE YOUR BRAIN	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Stem-o-rama camp	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Stemtastic Adventures - No boys allowed!	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Build Your Own Computer	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Arduino Application	1	@	@	6	@	@	@	@	@	4	@	@	@	@	@	@	@	
Computer Science and Robotics Engineering with Arduino	1	@	@	6	@	@	@	@	@	4	@	@	@	@	@	@	@	
Robotics with Electronics -Arduino I	1	@	@	6	@	@	@	@	@	4	7	@	@	@	@	@	@	
Robotics with Electronics -Arduino II	1	@	@	6	@	@	@	@	@	4	7	20	@	@	@	@	@	
Arduino 	1	@	@	6	@	@	@	@	@	7	@	@	@	@	@	@	@	
Robotics Programming and Algebra	1	@	@	6	@	@	@	@	@	7	9	@	@	@	@	@	@	
Programming Robots: Sparki the Arduino Robot	1	@	@	6	@	@	@	@	@	7	9	@	@	@	@	@	@	
Pre-engineering Robotics and Java Programming Summer Program	1	@	@	6	@	@	@	@	@	18	20	@	@	@	@	@	@	
Beginning Robotics With Lego Mindstorms	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Jr Robotics Tech Explorer	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO Robotics Camp	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Lego Mindstorm	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Lego Mindstorms A	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Lego Mindstorms B	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Tech & Design Camp	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Shiva Robotics Academy	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Bolles Robotics 101: LEGO® MINDSTORMS® Summer Camp	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Bolles Robotics Summer Camp	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Geers Robotics Summer Camp	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
EV3: Robotec: ‘Bots & Bytes	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
MINDSTORM EV3	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robowarz	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics I	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics II	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Introduction to Robotics with LEGO MINDSTORMS EV3	0	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Wyoming Starbase Academy	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Middle School Lego Mindstorms Camp	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics 201	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics 101	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics: Some Assembly Required	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Beginner Robotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Advanced Robotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Spartaneering LEGO Robotics Plus	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
COCONUTS 1.0: Introduction to LEGO NXT Robots	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics With NXT	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Camp GObotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO® Mindstorms EV3 Robotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO® EV3 Series Challenge Robots	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO YOUniverse!	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Mindstorms Robotics Program for Middle School Students	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Competitive Robotics FIRST LEGO League Program for Middle School Students	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robot Technology Projects	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robot-to-Robot Automation and Remote Control	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Junior Competitive Robotics (FIRST LEGO league)	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Physics with Robots	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics Fun with Mathematics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics Techonlogy Projects	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Introduction to Robotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics Programming with LEGO Mindstorms	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Park Tudor - "LEGO Robotics"	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
STEM for Kids	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO Robotics Academy	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	7	20	@	@	@	@	@	@	
Super Robotics Sumo Workshop	1	@	@	6	@	@	@	@	@	7	9	20	@	@	@	@	@	
Raspberry PI + Scratch Robotics Camps	1	@	@	6	@	@	@	@	@	26	27	@	@	@	@	@	@	
Engineering Projects with Arduino Boards	1	@	@	6	@	@	@	@	@	7	@	@	@	@	@	@	@	
Intro to Programming Using the Finch Robot	1	@	@	6	@	@	@	@	@	27	@	@	@	@	@	@	@	
Coding with Robots	1	@	@	6	@	@	@	@	@	27	@	@	@	@	@	@	@	
Robotics w/Scratch Level 1	1	@	@	6	@	@	@	@	@	27	@	@	@	@	@	@	@	
HowGirlsCode	0	@	@	6	@	@	@	@	@	20	27	@	@	@	@	@	@	
Lego WeDo Robotics Academy	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Animatronics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Animatronics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Building an Interactive, Friendly Monster	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
DIY Robotics 	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics: FUNdamentals	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Mazemaker camp	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Water-Bots (Beginner)	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Water-Bots (Intermediate)	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Bashem Bots Using Legos	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Water-Bots (Advanced)	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Drone Drops	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics II	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Microbots II	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Microbots I	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Lego!	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robot Programming	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Introduction to Programming with Robotics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
CODE @ TACC	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Adventures in LEGO Robotics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robot Programming	1	@	@	6	@	@	@	@	@	66	@	@	@	@	@	@	@	
VEX Robotics Camp	1	@	@	6	@	@	@	@	@	66	@	@	@	@	@	@	@	
Robot Olymics Camp	1	@	@	6	@	@	@	@	@	66	@	@	@	@	@	@	@	
Resuce robots	1	@	@	6	@	@	@	@	@	66	@	@	@	@	@	@	@	
Robotics with VEX IQ	1	@	@	6	@	@	@	@	@	66	@	@	@	@	@	@	@	
Robotics Honors: Vex® the Competition	1	@	@	6	@	@	@	@	@	66	@	@	@	@	@	@	@	
Vex Robotics Camps	1	@	@	6	@	@	@	@	@	7	20	66	@	@	@	@	@	
Robotics Quadruped with Vex-IQ	1	@	@	6	@	@	@	@	@	20	66	@	@	@	@	@	@	
5th Annual Summer Engineering Camp (SEC) 4 Robotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics Garage	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Rescue Robots	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotic Olympics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robot Surgeons	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robo Battles	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Ocean Missions	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Mission to Mars	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Envirobots	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Da'Vinci's Designs	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics 101	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Brown University Pre-College Program	1	@	@	6	@	@	@	@	@	7	20	@	@	@	@	@	@	
All About the Bots	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO Camp	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics Camp - Beginner	5	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Robotics Camp - Intermediate and Advanced	5	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO Mindstorms	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
JUNIOR ROBOTICS LEVEL 1	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
JUNIOR ROBOTICS LEVEL 2	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Design Storm	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Adventures with Star Wars	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Space Wars Robotics Summer at Talley	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Advanced Robotics with NXT	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
Creative Design and Robotics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
Intermediate Engineering and Robotics	1	@	@	6	@	@	@	@	@	71	@	@	@	@	@	@	@	
LEGO L'NEX Garage	1	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
LEGO Robotics Camp	2	@	@	6	@	@	@	@	@	20	@	@	@	@	@	@	@	
roboARTS Camp	1	@	@	0	6	@	@	@	@	71	@	@	@	@	@	@	@	
LEGO Games	1	@	@	2	6	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics & Coding Academy	1	@	@	1	6	@	@	@	@	71	@	@	@	@	@	@	@	
Robotics and Programming	1	@	@	1	6	@	@	@	@	20	@	@	@	@	@	@	@	
Lego!	1	@	@	1	6	@	@	@	@	20	@	@	@	@	@	@	@	
Education Unlimited	1	@	@	5	@	@	@	@	@	12	17	@	@	@	@	@	@	
Education Unlimited	1	@	@	5	@	@	@	@	@	12	17	@	@	@	@	@	@	
Web Design	1	@	@	5	@	@	@	@	@	17	18	@	@	@	@	@	@	
Web Design	1	@	@	5	@	@	@	@	@	71	@	@	@	@	@	@	@	
Coding Girls	0	@	@	3	5	7	@	@	@	3	17	27	@	@	@	@	@	
full stack web dev camp	1	@	@	5	@	@	@	@	@	12	17	19	26	@	@	@	@	
front end web dev camp	1	@	@	5	@	@	@	@	@	12	17	19	@	@	@	@	@	
HTML & CSS Honors	1	@	@	5	@	@	@	@	@	12	17	@	@	@	@	@	@	
Building Web Pages Camps	1	@	@	5	@	@	@	@	@	12	17	18	@	@	@	@	@	
We ARE the Web, Lets Make Cool Web Stuff	1	@	@	5	@	@	@	@	@	12	17	19	@	@	@	@	@	
Web Design: Introduction to HTML & CSS	1	@	@	5	@	@	@	@	@	12	17	19	@	@	@	@	@	
backend web dev camp	1	@	@	5	@	@	@	@	@	12	17	19	26	@	@	@	@	
Web	1	@	@	5	@	@	@	@	@	12	17	19	24	@	@	@	@	
Code Breakers	1	@	@	5	@	@	@	@	@	12	17	19	@	@	@	@	@	
web development	1	@	@	5	@	@	@	@	@	12	17	19	@	@	@	@	@	
Web Design and Development	1	@	@	5	@	@	@	@	@	12	19	24	@	@	@	@	@	
Web Design 	1	@	@	5	@	@	@	@	@	71	@	@	@	@	@	@	@	
Web Design	1	@	@	5	@	@	@	@	@	71	@	@	@	@	@	@	@	
Mazemaker camp	1	@	@	5	@	@	@	@	@	71	@	@	@	@	@	@	@	
STEM for Kids	1	@	@	5	@	@	@	@	@	71	@	@	@	@	@	@	@	
GURL Power	0	@	@	5	@	@	@	@	@	1	@	@	@	@	@	@	@	
Create your own Website	1	@	@	5	@	@	@	@	@	9	@	@	@	@	@	@	@	
Web Technologies	1	@	@	5	@	@	@	@	@	71	@	@	@	@	@	@	@	
